"","source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"142","Classical Monocytes","Late erythroid progenitor","S100A8","CD36",1.13767714481146e-05,6573.5,0.0281283824711665,900,1.67630495323574,1805,2.86978767055929,104,0.971757238130421,4056,0,26002.5
"143","Classical Monocytes","Late erythroid progenitor","S100A9","CD36",1.13869129802284e-05,6583.3,0.0262520105101491,1005,1.68883746864151,1746,2.92438628761288,94,0.971736245913341,4069,0,26002.5
"144","Myelocytes","CD69+PD-1+ memory CD4+ T cells","S100A8","CD69",1.14253141335451e-05,5876.9,0.0172954755149349,1972,1.84977799397485,1188,3.06247630458214,62,0.984111831399573,160,0,26002.5
"145","NK resident","Others","HLA-E","KLRC3_KLRD1",1.15912672908742e-05,8492.1,0.00909023348339784,5632,1.22023901860553,4934,1.48644063767335,2187,0.972492187248569,3705,0,26002.5
"146","NK resident","Non-classical monocytes","B2M","LILRB1",1.19138052913529e-05,8884.3,0.00905503086757527,5663,1.36644127109187,3711,1.15319643262283,5010,0.971803159205928,4035,0,26002.5
"147","CD8+ effector memory T cells","Others","B2M","KLRC1",1.19453957065881e-05,8728.7,0.00905151008333815,5666,1.2312918902601,4838,1.41107048322565,2673,0.970895877645402,4464,0,26002.5
"148","Classical Monocytes","CD4+ naive T cells","VCAN","SELL",1.20299645418319e-05,6939.3,0.0228996733642123,1261,1.66042561532955,1880,2.19116768773474,372,0.969429096830018,5181,0,26002.5
"149","Plasma cells","Conventional dendritic cell 2","IGHG1_IGLC1","FCGR2B",1.20521770589252e-05,9674.3,0.0431410147524635,471,2.52746554623802,349,3.42867551914961,27,0.933755299845859,21522,0,26002.5
"150","Classical Monocytes","Immature B cells","CXCL8","CD79A",1.20604821575914e-05,5837.3,0.0358804704636067,645,2.2553008827889,500,3.24015661325835,40,0.976442460354625,1999,0,26002.5
"151","Classical Monocytes","CD4+ naive T cells","S100A8","CD69",1.2157715231216e-05,6899.1,0.0106982741420879,4381,1.46107343052438,3001,2.6157145923562,169,0.979885279045439,942,0,26002.5
"152","Conventional dendritic cell 1","Megakaryocyte progenitors","CALR","ITGA2B",1.22051401763496e-05,8071.3,0.0209169232434088,1457,3.69141547873247,112,1.51614728297527,2005,0.958755428638979,10780,0,26002.5
"153","NK resident","Non-classical monocytes","HLA-A","LILRA1",1.24818451542183e-05,7492.7,0.0203578395499122,1530,1.92694734539404,1011,1.33887346270196,3204,0.968425494209482,5716,0,26002.5
"154","CD8+ effector memory T cells","NK resident","B2M","KLRC1",1.24818451542183e-05,8782.1,0.00900130678224661,5716,1.22671435557348,4877,1.38857142318499,2817,0.97081719401426,4498,0,26002.5
"155","Myelocytes","CD8+ effector memory T cells","S100A8","ITGB2",1.26469002550115e-05,5916.7,0.0170607149858043,2023,1.88704446429888,1101,3.17002055042735,44,0.98228941288899,413,0,26002.5
"156","NK resident","Others","B2M","KLRC1",1.26906773055904e-05,8836.1,0.00898139780468411,5735,1.21699994393048,4964,1.36710837696234,2972,0.970785811695973,4507,0,26002.5
"157","Others","Others","SPON2","ITGB2",1.27466696989569e-05,5945.1,0.0253404309675987,1060,2.33176956627352,455,2.57896555998728,181,0.976374877056925,2027,0,26002.5
"158","Classical Monocytes","CD8+ central memory T cells","S100A8","ITGB2",1.27905684476721e-05,6559.1,0.0124848637551038,3384,1.59003296041854,2238,2.97727363946019,84,0.979358469815937,1087,0,26002.5
"159","Classical Monocytes","CD8+ central memory T cells","S100A9","ITGB2",1.28017061764009e-05,6628.7,0.0116520306438784,3816,1.6025654758243,2161,3.03187225651378,70,0.979343007325006,1094,0,26002.5
"160","Classical Monocytes","NK exhausted","LYZ","ITGAL",1.2824004910196e-05,7376.9,0.0137166384136248,2909,1.61836342631855,2087,2.72181327692373,139,0.968373965813638,5747,0,26002.5
"161","Conventional dendritic cell 2","Non-classical monocytes","S100A9","CD68",1.28470260696596e-05,6055.5,0.0304991056040024,803,2.13910983177916,615,1.86314530203383,826,0.976370697657933,2031,0,26002.5
"162","Classical Monocytes","CD8+ central memory T cells","S100A8","CD69",1.30940218564648e-05,6078.7,0.0157495635434111,2325,1.68826113469753,1750,3.03115266052808,71,0.983362991505852,245,0,26002.5
"163","CD8+ effector memory T cells","NK exhausted","B2M","KLRC1",1.31964428734442e-05,8788.3,0.00894069833141025,5780,1.22118807981126,4923,1.40635950859387,2698,0.97072133803233,4538,0,26002.5
"164","NK resident","NK resident","B2M","KLRC1",1.32536197499504e-05,8899.5,0.00893158337437801,5785,1.21242240924386,5003,1.34460931692168,3163,0.970706839477065,4544,0,26002.5
"165","CD8+CD103+ tissue resident memory T cells","Plasma cells","CCL5","SDC1",1.331836443618e-05,7246.7,0.0918627087771103,120,4.160539017549,70,2.08535947562876,487,0.961113610877623,9554,0,26002.5
"166","Pro-B cells","Plasma cells","HMGB1","SDC1",1.34825872803544e-05,6948.5,0.0422007991484234,489,4.19465656385464,66,2.10344874629056,452,0.964612215161622,7733,0,26002.5
"167","NK resident","CD8+ effector memory T cells","SPON2","ITGB2",1.35424846474111e-05,7374.5,0.0137996007078054,2870,1.69121275463477,1739,2.10372801835182,451,0.968251769929738,5810,0,26002.5
"168","NK resident","NK exhausted","B2M","KLRC1",1.39195582626547e-05,8897.3,0.00887144439179111,5842,1.20689613348163,5045,1.36239740233055,3009,0.970610631989786,4588,0,26002.5
"169","CD8+ effector memory T cells","NK resident","HLA-E","KLRC1_KLRD1",1.39911853407957e-05,8303.1,0.00886022167722701,5848,1.33154201151397,3973,1.55701989101128,1801,0.972077761422525,3891,0,26002.5
"170","Classical Monocytes","Class switched memory B cells","CXCL8","CD79A",1.40979153260121e-05,5862.7,0.0352442099772465,667,2.23377079000766,518,3.13890086314592,47,0.976235801077158,2079,0,26002.5
"171","Conventional dendritic cell 1","Conventional dendritic cell 1","GAS6","AXL",1.41529324767225e-05,22409.5,0.0659362774803618,226,2.25997264383781,497,0.474546406836355,21968,0.812278588444043,63354,0,26002.5
"172","Myelocytes","Myelocytes","S100A8","CD36",1.41790036421656e-05,5920.1,0.0400639088415437,527,1.98502385011452,896,2.93248702798113,93,0.97622636276664,2082,0,26002.5
"173","Plasma cells","Class switched memory B cells","IGHG1_IGLC1","FCGR2B",1.42382502591542e-05,9776.9,0.0416142008614896,498,2.51130563102141,356,3.44581108517339,22,0.932632127922094,22006,0,26002.5
"174","CD8+ effector memory T cells","CD8+ central memory T cells","HLA-E","CD8A",1.45008734984974e-05,8841.5,0.0121291178432596,3547,1.12787604459987,5890,1.34655556221309,3141,0.968601724442287,5627,0,26002.5
"175","CD8+ effector memory T cells","NK exhausted","HLA-E","KLRC3_KLRD1",1.47862173207373e-05,8604.3,0.00879819844932774,5913,1.21789591734579,4955,1.47727445719162,2247,0.972052041015312,3904,0,26002.5
"176","Classical Monocytes","CD8+ central memory T cells","VCAN","CD44",1.51014502503434e-05,7643.9,0.0152206467855645,2463,1.44050527161852,3136,1.94044307555565,680,0.967968867628238,5938,0,26002.5
"177","Plasmacytoid dendritic cells","Small pre-B cell","APP","CD74",1.5110296257678e-05,6276.5,0.0108324139105568,4308,2.81010353763051,294,2.3535397002843,270,0.981792324811844,508,0,26002.5
"178","Conventional dendritic cell 1","Non-classical monocytes","GRN","TNFRSF1B",1.52080092512538e-05,8261.7,0.0187284435215821,1737,1.69972818876488,1707,1.55462255884117,1815,0.960139347879765,10047,0,26002.5
"179","Plasmacytoid dendritic cells","Conventional dendritic cell 1","APP","CD74",1.5288857033032e-05,6281.9,0.0108118505132723,4319,2.8077640833308,296,2.32059868782815,282,0.98177533357086,510,0,26002.5
"180","Others","NK exhausted","SPON2","ITGB2",1.53225015318429e-05,5974.1,0.0248151546847701,1102,2.30971965790039,463,2.57979068162026,180,0.976132080085281,2123,0,26002.5
"181","CD8+ effector memory T cells","Non-classical monocytes","HLA-A","LILRA1",1.53703804405506e-05,7681.1,0.019707715240856,1607,1.88753443204964,1100,1.27263500166281,3737,0.967925493669748,5959,0,26002.5
"182","Classical Monocytes","CD8+CD103+ tissue resident memory T cells","S100A8","ITGB2",1.54091097517635e-05,7388.7,0.00919890097248552,5531,1.44427340354567,3110,2.73376253845938,138,0.976034348546344,2162,0,26002.5
"183","Classical Monocytes","CD8+CD103+ tissue resident memory T cells","VCAN","CD44",1.54868025844978e-05,7279.1,0.0170885598100003,2016,1.50269046584412,2734,1.9966426422473,603,0.969715590962129,5040,0,26002.5
"184","Classical Monocytes","CD8+ effector memory T cells","S100A8","CD69",1.55257663418408e-05,7478.3,0.00873887935249423,5971,1.37294733667991,3652,2.49039381366851,209,0.977791760038191,1557,0,26002.5
"185","CD8+ effector memory T cells","CD8+ effector memory T cells","HLA-C","CD8A",1.56562123091462e-05,8596.9,0.0103242859444937,4660,1.12109824242238,5981,1.51958285200409,1989,0.971158715876261,4352,0,26002.5
"186","Classical Monocytes","CD8+CD103+ tissue resident memory T cells","S100A8","CD69",1.5721763265429e-05,6186.1,0.0147900958488198,2575,1.64510794242441,1941,2.90768505721322,95,0.982840944208731,317,0,26002.5
"187","Megakaryocyte progenitors","NK resident","CLEC1B","KLRB1",1.583293907224e-05,7755.3,0.117932365864538,69,3.31215394398798,197,2.05889144908946,516,0.956131640893496,11992,0,26002.5
"188","Classical Monocytes","Pre-B cells","CXCL8","CD79A",1.61599274467001e-05,5922.5,0.0339408399082083,700,2.18966671767211,562,2.95912164783107,86,0.975794752677639,2262,0,26002.5
"189","Classical Monocytes","Conventional dendritic cell 2","S100A8","ITGB2",1.62317901968003e-05,6028.7,0.0164526400570657,2154,1.76603657147703,1453,3.05865281350995,63,0.981970945609098,471,0,26002.5
"190","Conventional dendritic cell 2","Plasma cells","TNFSF13B","TNFRSF17",1.62960453147388e-05,8756.5,0.0590662468787038,278,3.7872186263114,98,2.05131732406263,521,0.94551446490559,16883,0,26002.5
"191","Plasmacytoid dendritic cells","Plasmacytoid dendritic cells","APP","TNFRSF21",1.64837783838697e-05,7569.5,0.0719556490856124,194,4.19275104854192,67,2.04946827092529,523,0.958119961684187,11061,0,26002.5
"192","Myelocytes","CD8+CD103+ tissue resident memory T cells","S100A8","CD69",1.66859575803197e-05,5955.3,0.0163791146717994,2169,1.81256199681065,1304,2.89528537923417,101,0.983680587161573,200,0,26002.5
"193","Classical Monocytes","Pre-B cells","S100A8","CD69",1.72911076626814e-05,7533.9,0.00859766358785058,6101,1.36659599095142,3708,2.37930456554695,254,0.977614184987122,1604,0,26002.5
"194","NK resident","CD8+ effector memory T cells","HLA-C","CD8A",1.7333661639617e-05,8664.7,0.0102436213699238,4729,1.11128363162637,6104,1.50029845266385,2090,0.971048662730685,4398,0,26002.5
"195","Classical Monocytes","CD8+CD103+ tissue resident memory T cells","S100A9","ITGB2",1.75190314574732e-05,7488.1,0.00858526597677821,6117,1.45680591895143,3027,2.78836115551298,125,0.976016456948758,2169,0,26002.5
"196","Myelocytes","Conventional dendritic cell 2","S100A9","ITGB2",1.76226986465536e-05,5966.1,0.0162378924153388,2199,1.86931395149181,1141,2.89567595867149,100,0.98244596653383,388,0,26002.5
"197","Others","Non-classical monocytes","HLA-B","LILRB2",1.78468068222612e-05,6456.5,0.016201599132221,2206,2.1167320331727,652,1.65703186919066,1376,0.976330280010631,2046,0,26002.5
"198","Classical Monocytes","Conventional dendritic cell 2","S100A8","CD36",1.81877312653381e-05,6639.3,0.0274094256018772,932,1.66368639779837,1863,2.61795570105286,167,0.971399753186108,4232,0,26002.5
"199","Classical Monocytes","Conventional dendritic cell 2","S100A8","CD68",1.82024916372805e-05,6522.5,0.0230838403853583,1243,1.78451396824996,1390,3.06392648554936,61,0.972031758038627,3916,0,26002.5
"200","Classical Monocytes","Conventional dendritic cell 2","S100A9","ITGB2",1.82172615907687e-05,6072.3,0.0153551268061905,2424,1.7785690868828,1410,3.11325143056354,52,0.981957404060264,473,0,26002.5
"201","Classical Monocytes","Conventional dendritic cell 2","S100A9","CD36",1.82320411304668e-05,6649.5,0.0255810134022182,1044,1.67621891320413,1806,2.67255431810646,150,0.97137850308448,4245,0,26002.5
"202","Classical Monocytes","Conventional dendritic cell 2","S100A9","CD68",1.82468302610404e-05,6544.3,0.0215439768366425,1385,1.79704648365573,1359,3.11852510260295,50,0.9720109639891,3925,0,26002.5
"203","Classical Monocytes","Conventional dendritic cell 2","VCAN","CD44",1.83506231117957e-05,6946.1,0.0194151778763633,1656,1.58014653283058,2290,1.98244103798791,618,0.971534743225768,4164,0,26002.5
"204","Myelocytes","Myelocytes","S100A8","CD68",1.84328604648981e-05,5952.1,0.0313143577444666,772,2.07944248221091,723,3.24267210145209,39,0.975891590137157,2224,0,26002.5
"205","CD8+ effector memory T cells","Non-classical monocytes","RPS19","C5AR1",1.87402826765778e-05,7731.9,0.0147517413259989,2585,1.54175244785409,2512,1.06178050753583,6200,0.978377337528917,1360,0,26002.5
"206","Plasmacytoid dendritic cells","Plasmacytoid dendritic cell progenitors","APP","CD74",1.87469250039207e-05,6332.7,0.0105863744964177,4461,2.78211215287324,304,2.22233603592411,350,0.981585830282232,546,0,26002.5
"207","CD8+ effector memory T cells","CD8+ central memory T cells","HLA-C","CD8B",1.87705284460654e-05,8442.5,0.0119639326087349,3652,1.10486575659907,6202,1.423207021668,2587,0.972362930246976,3769,0,26002.5
"208","NK exhausted","Non-classical monocytes","HLA-B","LILRB2",1.90331703166514e-05,6476.1,0.0160772204056672,2242,2.10641988857037,670,1.65352306603561,1389,0.976241069134688,2077,0,26002.5
"209","Pre-B cells","Non-classical monocytes","CD24","SIGLEC10",1.92647561619211e-05,7774.5,0.099548249416594,101,3.67552612357278,119,2.02992662860495,551,0.95589522668955,12099,0,26002.5
"210","CD8+ effector memory T cells","Non-classical monocytes","CD52","SIGLEC10",1.94614511156541e-05,7334.1,0.0265000092792912,989,2.17337112158514,580,1.38242899928684,2852,0.967398118397252,6247,0,26002.5
"211","Classical Monocytes","Plasma cells","THBS1","SDC1",1.95799679538725e-05,10666.9,0.446413872857608,1,4.21453545826773,65,2.02776190709092,554,0.921578859852321,26712,0,26002.5
"212","Classical Monocytes","HSCs & MPPs","VCAN","SELL",1.96647919502492e-05,7013.9,0.0226216146202541,1293,1.65274248191213,1912,2.00403654452325,589,0.969247546311523,5273,0,26002.5
"213","NK resident","CD8+ effector memory T cells","HLA-A","CD8A",1.98065593279581e-05,8794.3,0.0101236137503872,4816,1.09857470400368,6269,1.45896330920049,2348,0.97072621162054,4536,0,26002.5
"214","CD8+ effector memory T cells","NK resident","HLA-E","KLRC3_KLRD1",2.00446543558741e-05,8778.7,0.00843936607685754,6284,1.19623342647523,5140,1.47423288847971,2269,0.971480836519157,4198,0,26002.5
"215","Myelocytes","CD4+ memory T cells","S100A8","CD69",2.01011166042113e-05,5993.3,0.0159291774835339,2273,1.79428877917156,1363,2.89180254104938,102,0.983455498827313,226,0,26002.5
"216","CD8+ effector memory T cells","Plasmacytoid dendritic cells","CCL5","CXCR3",2.01725713262519e-05,6764.7,0.0414556188989785,500,2.09872342070265,683,2.22926703766892,346,0.967303452126905,6292,0,26002.5
"217","Non-classical monocytes","Classical Monocytes","SERPINA1","LRP1",2.02206301891197e-05,8991.1,0.130471950435704,52,2.38194595873749,419,2.02328400130932,560,0.94289978721318,17922,0,26002.5
"218","NK resident","CD8+ central memory T cells","HLA-C","CD8B",2.05765270012753e-05,8508.9,0.0118704573273203,3706,1.09505114580307,6317,1.40392262232775,2709,0.972257340901364,3810,0,26002.5
"219","Classical Monocytes","Conventional dendritic cell 2","CD14","ITGB2",2.05928187874747e-05,7192.9,0.0297895636681739,832,1.62932380360132,2011,1.87811312506873,801,0.967256877113131,6318,0,26002.5
"220","Classical Monocytes","CD69+PD-1+ memory CD4+ T cells","S100A8","CD69",2.05928187874747e-05,6090.1,0.0156175559999727,2356,1.68232393958861,1776,3.07487598256119,60,0.98329399938674,256,0,26002.5
"221","Classical Monocytes","NK resident","LYZ","ITGAL",2.06417560723959e-05,7601.5,0.0127595001952049,3263,1.58457669862582,2272,2.67736421084604,149,0.967247368321161,6321,0,26002.5
"222","Early promyelocytes","Megakaryocyte progenitors","CALR","ITGA2B",2.06553804142648e-05,6445.5,0.0384855695349926,564,4.271729424923,63,2.24231183609262,332,0.969260320516071,5266,0,26002.5
"223","Conventional dendritic cell 1","Small pre-B cell","HBEGF","CD9",2.08134594340463e-05,11818.5,0.0177559595573223,1886,3.18061285385526,235,2.04675586458651,530,0.912675287052305,30439,0,26002.5
"224","Plasma cells","Plasma cells","IGHG1_IGLC1","FCGR2B",2.09854855471463e-05,10005.7,0.0383603119537054,567,2.47686622148699,371,3.59829048950035,7,0.930028912797749,23081,0,26002.5
"225","CD8+ effector memory T cells","Others","HLA-E","KLRC3_KLRD1",2.1152910753343e-05,9079.7,0.00837251684828025,6352,1.1368444353361,5759,1.35853513719014,3038,0.971370462274935,4247,0,26002.5
"226","CD8+ effector memory T cells","CD8+ effector memory T cells","HLA-B","CD8A",2.13367027115341e-05,8701.1,0.00943510269477673,5315,1.09200493545439,6363,1.50166147159523,2079,0.972398858152353,3746,0,26002.5
"227","Classical Monocytes","GammaDelta T cells","S100A8","ITGB2",2.13870488493797e-05,6493.5,0.0128276586032642,3229,1.60523873981155,2146,3.00347857539114,75,0.979630484291925,1015,0,26002.5
"228","Classical Monocytes","Immature B cells","S100A8","CD69",2.13967719775103e-05,6068.7,0.0157936717117586,2309,1.69024495164129,1743,3.12478792930305,49,0.983385853212919,240,0,26002.5
"229","Classical Monocytes","GammaDelta T cells","S100A9","ITGB2",2.14038519981805e-05,6564.1,0.011971958530452,3644,1.61777125521732,2092,3.05807719244473,64,0.979615221324743,1018,0,26002.5
"230","Classical Monocytes","GammaDelta T cells","S100A8","CD69",2.18273755876938e-05,6559.7,0.0122532549880477,3479,1.53101052981912,2570,2.80685703298593,120,0.981180043687052,627,0,26002.5
"231","Myelocytes","Myelocytes","S100A9","CD36",2.18796320685853e-05,6024.1,0.0357049103693979,649,1.92084717574306,1020,2.78190985112173,127,0.975666742272374,2322,0,26002.5
"232","NK resident","CD8+ effector memory T cells","HLA-B","CD8A",2.22922840578698e-05,8749.5,0.00940488556134162,5341,1.08780812322385,6419,1.48187341654109,2213,0.972355778362012,3772,0,26002.5
"233","Conventional dendritic cell 1","Plasmacytoid dendritic cells","HLA-DPA1","CD4",2.26767674607568e-05,7567.7,0.0156614621728736,2343,1.71668612720953,1634,1.80907369147676,951,0.966125219703313,6908,0,26002.5
