"","source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"7900","Non-classical monocytes","Non-classical monocytes","TIMP2","CD44",0.0117031947172998,24474,0.0044848059522703,18892,0.630398717670547,24445,0.619070511047892,21741,0.930782138257974,28345,0,28947
"7901","Early erythroid progenitor","Plasmacytoid dendritic cells","CXCL12","CXCR4",0.0117073241391976,18175.8,0.00334514229092806,25741,1.00764822404152,11487,1.38155046489056,3887,0.943438728545476,20817,0,28947
"7902","Megakaryocyte progenitors","Conventional dendritic cell 2","SERPING1","LRP1",0.0117143329475298,17448.4,0.0240695430013036,1417,2.00976262228022,1480,1.1408188005985,7058,0.896308757341115,48340,0,28947
"7903","Plasmacytoid dendritic cell progenitors","CD56dimCD16+ NK cells","CD59","CD2",0.0117174798314119,15178.6,0.00638472894310629,12000,0.974027428491282,12266,1.07758961983094,8212,0.954590795164569,14468,0,28947
"7904","Mature naive B cells","Classical Monocytes","CD52","SIGLEC10",0.0117197193992187,19646.6,0.00548947611359204,14668,0.846696675515358,15800,0.969003422510708,10465,0.93076673697435,28353,0,28947
"7905","Conventional dendritic cell 1","Classical Monocytes","HLA-A","APLP2",0.0117217862962188,18698,0.0030122305782787,28354,0.876646213204786,14889,0.712578618472229,18085,0.974323342871163,3215,0,28947
"7906","Conventional dendritic cell 1","Conventional dendritic cell 2","HLA-DQB1","CD4",0.0117259209650652,22894.8,0.00469340977949905,17873,0.712673084410556,20809,0.701501996776974,18489,0.930761060782353,28356,0,28947
"7907","Eosinophil-basophil-mast cell progenitors","CD56dimCD16+ NK cells","HLA-E","KLRC2_KLRD1",0.0117268649402744,11917.4,0.00554777412383351,14471,1.27119289025401,6649,1.36921789360417,4016,0.97043284251147,5504,0,28947
"7908","Myelocytes","Pro-B cells","LGALS1","CD69",0.0117424713095925,15712.6,0.00301057940941779,28364,1.08988543335202,9686,1.3303811233683,4454,0.967828366912004,7112,0,28947
"7909","Immature B cells","CD4+ memory T cells","HLA-A","CD3D",0.0117435759799296,12114.6,0.00455506979248213,18535,1.31443864629177,6068,1.22027539366485,5775,0.979464660629402,1248,0,28947
"7910","Conventional dendritic cell 1","CD56dimCD16+ NK cells","HSPA8","ADRB2",0.0117466118142444,23759,0.00484261019816825,17178,0.698811547237427,21413,0.591520066613393,22891,0.93074649988233,28366,0,28947
"7911","HSCs & MPPs","CD8+ effector memory T cells","ICAM3","ITGAL",0.0117486825045182,24959,0.00357467636840413,24144,0.555217795186182,28367,0.72457096045569,17613,0.935237625288579,25724,0,28947
"7912","Early erythroid progenitor","NK cell progenitors","CXCL12","CXCR3",0.01174918917391,20096.4,0.0102278402929422,6069,1.34191015572122,5692,1.77508516939244,1436,0.877423818725935,58338,0,28947
"7913","Megakaryocyte progenitors","CD8+ central memory T cells","F13A1","ITGB1",0.0117604207343775,13885.6,0.0102273136740182,6071,2.11994173730489,1241,1.52971058270812,2652,0.927021686280339,30517,0,28947
"7914","CD56brightCD16- NK cells","CD8+ effector memory T cells","HLA-B","KLRD1",0.0117604207343775,11906.6,0.00446551051931428,18986,1.31406783965525,6071,1.3234931522792,4543,0.980265727251421,986,0,28947
"7915","Conventional dendritic cell 1","CD56brightCD16- NK cells","VCAN","SELL",0.0117631855143429,21139,0.00325128225170116,26433,0.904405015481747,14126,1.10012154260211,7815,0.930728963079281,28374,0,28947
"7916","Late erythroid progenitor","Pre-pro-B cells","CALM3","MYLK",0.0117644602928888,21562,0.00554418043708922,14483,1.16112383975751,8407,0.885915028831424,12549,0.905107022341179,43424,0,28947
"7917","CD56dimCD16+ NK cells","Lymphomyeloid prog","GNAI2","EDNRB",0.0117714793767463,24171,0.00735305709183308,9875,0.599564328274817,25960,0.491753792772224,27695,0.930717440727621,28378,0,28947
"7918","Nonswitched memory B cells","CD8+ effector memory T cells","HLA-C","CD8B",0.0117770116181137,12848.6,0.00793367607006709,8872,1.25823529929165,6837,0.819803607629903,14487,0.971044464656321,5100,0,28947
"7919","CD56dimCD16+ NK cells","NK T cells","B2M","CD247",0.0117880811361496,14667.6,0.00300875808928812,28386,1.06119679004504,10310,1.33670355016799,4372,0.979213174007944,1323,0,28947
"7920","Conventional dendritic cell 1","Myelocytes","HLA-DPA1","CD4",0.0117922345013174,24732.6,0.00300845371984166,28388,0.56700961667641,27733,0.92763721056557,11421,0.932788574395087,27174,0,28947
"7921","CD56dimCD16+ NK cells","CD8+ effector memory T cells","CLEC2B","KLRF1",0.0118088596706781,17860.2,0.0050325425657299,16371,1.02023442435575,11200,1.33567891123355,4387,0.930696185793103,28396,0,28947
"7922","Megakaryocyte progenitors","CD56dimCD16+ NK cells","CFH","ITGAM",0.0118110481470283,19356,0.0175690601535087,2446,1.7786812178133,2343,1.1993396142731,6080,0.880125556920958,56964,0,28947
"7923","CD4+ memory T cells","Myelocytes","ICAM2","ITGAM_ITGB2",0.0118192599198662,22642.4,0.00419189758154028,20406,0.768711407046696,18553,0.745163852531384,16905,0.930684244195775,28401,0,28947
"7924","CD8+CD103+ tissue resident memory T cells","CD56dimCD16+ NK cells","SELPLG","ITGB2",0.0118213408487529,21905.6,0.00330143641725248,26049,0.781688319169438,18070,1.08691207320438,8060,0.93068285458803,28402,0,28947
"7925","CD69+PD-1+ memory CD4+ T cells","CD56brightCD16- NK cells","CLEC2B","KLRF1",0.0118223176694844,11172,0.0102187785922237,6082,1.92539600552635,1769,1.61094071024334,2173,0.950338290549627,16889,0,28947
"7926","GammaDelta T cells","NK T cells","S100A4","ERBB3",0.0118236536561642,15573.6,0.0233905420394308,1487,2.36662862917774,854,0.666067258921566,19808,0.933471980524919,26772,0,28947
"7927","Megakaryocyte progenitors","CD56brightCD16- NK cells","GNAS","PTGDR",0.0118335940999194,12098.4,0.0130777894010404,4094,1.44540473960349,4529,1.19925579967329,6084,0.950428171085691,16838,0,28947
"7928","HSCs & MPPs","Myelocytes","VCAN","SELL",0.0118359155591736,24688.8,0.00324523614346824,26484,0.613571020251675,25263,0.824299679790387,14341,0.930668936390787,28409,0,28947
"7929","Mature naive B cells","Myelocytes","HLA-A","APLP2",0.0118359155591736,18288.8,0.00300517537392581,28409,0.873889820386482,14967,0.775570730248887,15889,0.974293994526181,3232,0,28947
"7930","Nonswitched memory B cells","CD8+CD103+ tissue resident memory T cells","HLA-A","CD8B",0.0118430666113634,14826.2,0.00605833729718724,12873,1.0806864418618,9887,0.819256891873372,14508,0.966517170178487,7916,0,28947
"7931","Myelocytes","Non-classical monocytes","PKM","CD44",0.0118442504171644,18127,0.00300487321324487,28413,0.915125301097318,13845,1.02755619233224,9197,0.962419861964219,10233,0,28947
"7932","Classical Monocytes","CD4+ memory T cells","HLA-C","CD3G",0.0118484196066113,19214.4,0.00433300686839019,19657,0.893994010836826,14407,0.478986738885791,28415,0.971797916445018,4646,0,28947
"7933","Non-classical monocytes","Myelocytes","TNFSF13","TNFRSF1A",0.0118493716443449,20487.2,0.0135908907404344,3823,1.09939523931422,9501,0.819207357036482,14510,0.901141486935331,45655,0,28947
"7934","Conventional dendritic cell 2","CD8+ effector memory T cells","ADAM15","ITGB1",0.0118493716443449,22286,0.00577863146936235,13696,0.890097012656297,14510,0.829014994808292,14204,0.910972963916864,40073,0,28947
"7935","CD8+ central memory T cells","Aberrant erythroid","B2M","TFRC",0.0118505046415561,21003,0.00325155276068796,26431,0.82033481750208,16676,0.478974354444293,28416,0.971973500423509,4545,0,28947
"7936","Conventional dendritic cell 1","CD4+ memory T cells","HLA-DPB1","CD4",0.0118505046415561,24430,0.00300410984630053,28416,0.592857031420415,26312,0.899172038660774,12208,0.934253870193802,26267,0,28947
"7937","CD8+ effector memory T cells","Non-classical monocytes","HLA-C","LILRB1",0.0118556791286945,13365.8,0.0072719388782206,10027,1.193689308075,7873,0.819139610770031,14512,0.97048001573202,5470,0,28947
"7938","Immature B cells","CD8+CD103+ tissue resident memory T cells","HLA-A","CD3D",0.0118561676918607,12080,0.00460730468757642,18274,1.32893282264202,5875,1.19903634251301,6088,0.979579017263971,1216,0,28947
"7939","Late promyelocytes","CD8+ central memory T cells","TNFSF13B","HLA-DPB1",0.0118692831682774,23623.8,0.00300273438650574,28425,0.674183312750887,22505,0.670652623798585,19643,0.947381650450952,18599,0,28947
"7940","CD8+ central memory T cells","CD8+ naive T cells","HLA-F","CD8B",0.0118776368176409,18093.8,0.00764883192979651,9341,0.921298600401121,13657,0.985539346167195,10095,0.930636262477688,28429,0,28947
"7941","CD56brightCD16- NK cells","Small pre-B cell","IL16","CD9",0.0118787689371175,12332.4,0.0102097938516746,6092,1.46348913853779,4368,1.44448053273002,3314,0.946805216705092,18941,0,28947
"7942","Megakaryocyte progenitors","CD56dimCD16+ NK cells","TGFB1","TGFBR3",0.0118844235709336,14107.4,0.0133980645592029,3916,1.3124349477252,6093,1.54065553829433,2585,0.929648058512639,28996,0,28947
"7943","CD8+CD103+ tissue resident memory T cells","Mature naive B cells","SEMA4D","CD72",0.0118872533415995,23467.6,0.00902766691484217,7313,0.896384737696787,14360,0.81885017794158,14522,0.8891759807487,52196,0,28947
"7944","Late promyelocytes","GammaDelta T cells","GRN","TNFRSF1B",0.0118880854928956,23914,0.0039117094255569,21988,0.576390508000145,27199,0.870369209724856,13002,0.930617240770676,28434,0,28947
"7945","Conventional dendritic cell 2","Nonswitched memory B cells","VCAN","CD44",0.0118922670213428,23704.8,0.00320814937202355,26771,0.554219275091724,28436,0.869657898191448,13020,0.942534264440543,21350,0,28947
"7946","Conventional dendritic cell 1","Non-classical monocytes","B2M","LILRB1",0.0118943582267645,17746.2,0.0055250800795381,14548,0.916939236445307,13792,0.478445998167558,28437,0.97471874553444,3007,0,28947
"7947","Non-classical monocytes","NK T cells","HLA-E","KLRC2_KLRD1",0.0119006336081942,18218.8,0.00300118665508256,28440,0.785539535595387,17931,1.33843583852061,4355,0.960223259486503,11421,0,28947
"7948","Myelocytes","Conventional dendritic cell 2","ANXA1","FPR1",0.0119090049033105,17082.8,0.00819266402029012,8463,0.968545039771888,12388,1.13437081284982,7172,0.930597390944817,28444,0,28947
"7949","Non-classical monocytes","Myelocytes","HLA-A","APLP2",0.0119090049033105,18892.6,0.00300070438543599,28444,0.872279340559703,15028,0.692548891824418,18802,0.974275343403944,3242,0,28947
"7950","Myelocytes","Classical Monocytes","RPS19","C5AR1",0.0119131923170888,16241.2,0.00946415510906361,6816,0.948240315288687,12926,0.478266331738005,28446,0.972764200016249,4071,0,28947
"7951","HSCs & MPPs","Plasma cells","MDK","SDC1",0.0119173809086785,19297,0.0169514609485071,2591,0.554617663527047,28412,1.08525971001422,8087,0.930588843137763,28448,0,28947
"7952","Early promyelocytes","Non-classical monocytes","FABP5","RXRA",0.0119183876999976,14420,0.0119943417729762,4709,1.39826055025615,5023,1.19824483295899,6099,0.932535106541911,27322,0,28947
"7953","Classical Monocytes","Megakaryocyte progenitors","TGFB1","ENG",0.0119188889271648,22815.8,0.00666658253794759,11319,0.936727946421343,13238,0.818496039615863,14532,0.900445405771365,46043,0,28947
"7954","Classical Monocytes","CD8+ central memory T cells","LGALS9","CD44",0.0119215706783279,22889,0.00299958897152004,28450,0.733441336911415,19941,0.831535221031867,14128,0.939808364218291,22979,0,28947
"7955","Plasmacytoid dendritic cells","Non-classical monocytes","HLA-C","LILRB2",0.0119252234154863,11620.6,0.00965708194235256,6619,1.45471391704119,4444,0.818331899291072,14534,0.973672509823343,3559,0,28947
"7956","Lymphomyeloid prog","Megakaryocyte progenitors","MFGE8","ITGB5",0.0119334655904445,26782.2,0.0305678750650639,921,2.00692989824777,1494,0.590329978780006,22945,0.822991600308921,79604,0,28947
"7957","Early erythroid progenitor","Lymphomyeloid prog","CXCL12","ITGA4",0.0119446354803243,16472.2,0.00521212543255076,15703,1.18516355565893,8003,1.55951935889042,2480,0.93270006908825,27228,0,28947
"7958","Classical Monocytes","Eosinophil-basophil-mast cell progenitors","S100A8","ITGB2",0.0119505859591372,16918.6,0.00234675173217009,34875,1.33527359228607,5787,2.36660125895982,442,0.954464283811288,14542,0,28947
"7959","Late promyelocytes","Conventional dendritic cell 2","HMGB1","TLR2",0.011963533222794,24668.8,0.0042703233746068,20004,0.65137628108396,23528,0.602971606054306,22395,0.930545693221426,28470,0,28947
"7960","Lymphomyeloid prog","Megakaryocyte progenitors","COL1A2","ITGB3",0.0119649306220936,24704.6,0.0233193085540392,1496,2.98350455248506,332,0.959122365726428,10684,0.813789750621941,82064,0,28947
"7961","Conventional dendritic cell 1","Plasma cells","HMGB1","SDC1",0.0119761450003185,18921.2,0.00545679384237781,14777,0.553593484723788,28476,0.966693000818731,10532,0.959367824415975,11874,0,28947
"7962","GammaDelta T cells","Classical Monocytes","HLA-C","LILRB2",0.0119791658855651,13526.2,0.00764217879276254,9347,1.11002789746138,9330,0.817817136024863,14551,0.970501026009106,5456,0,28947
"7963","Conventional dendritic cell 2","GammaDelta T cells","F13A1","ITGB1",0.0119855237529587,23128.6,0.00552393218002394,14553,0.899363012003176,14267,0.855863406498139,13416,0.903246469352421,44460,0,28947
"7964","Early promyelocytes","CD8+ effector memory T cells","CD59","CD2",0.011995065174336,14492.4,0.00633593756137766,12119,1.13240323349041,8912,1.09457156203955,7928,0.954424241612748,14556,0,28947
"7965","Megakaryocyte progenitors","CD4+ memory T cells","FBLN1","ITGB1",0.0119964357299203,15693,0.023307562923971,1498,2.15312396605973,1176,1.05946947782302,8566,0.914032923097922,38278,0,28947
"7966","Megakaryocyte progenitors","Conventional dendritic cell 1","CXCL12","CD4",0.0119964357299203,18028.8,0.00785471179655485,8998,2.00531893289946,1498,2.69115559618053,248,0.892409711087981,50453,0,28947
"7967","Immature B cells","Non-classical monocytes","HLA-B","LILRB1",0.0119982468805003,13952.8,0.00641572499047953,11925,1.12217184280465,9092,0.817709910201564,14557,0.970820341376162,5243,0,28947
"7968","Late promyelocytes","CD8+CD103+ tissue resident memory T cells","HLA-B","CD3D",0.0120056138467911,20815.8,0.00306360619118917,27942,0.819061215802534,16710,0.477373870524135,28490,0.977161864089716,1990,0,28947
"7969","Immature B cells","NK T cells","HLA-B","LILRB1",0.0120077956971422,13211,0.00551948739183334,14560,0.979944389333668,12118,1.39332041099849,3768,0.968611927366377,6662,0,28947
"7970","Conventional dendritic cell 2","CD56brightCD16- NK cells","PKM","CD44",0.0120077956971422,18358.8,0.00294657928351822,28886,0.888715322439123,14560,1.04107554761987,8964,0.962063980541205,10437,0,28947
"7971","Late promyelocytes","CD8+ effector memory T cells","HLA-B","CD8A",0.0120098284131495,18245.6,0.0052710962045674,15464,0.983871280375352,12019,0.477302300513056,28492,0.969180351792287,6306,0,28947
"7972","Non-classical monocytes","CD8+ effector memory T cells","SECTM1","CD7",0.0120109798689854,18666.8,0.0210134504082602,1782,1.20317753852827,7690,0.817606292291621,14561,0.910476123146446,40354,0,28947
"7973","GammaDelta T cells","NK T cells","TGFB1","ITGB3",0.0120122033107426,15258.6,0.0232961254592392,1499,2.78563252108643,456,1.07855748623776,8189,0.915802121859748,37202,0,28947
"7974","CD8+CD103+ tissue resident memory T cells","CD4+ naive T cells","HLA-A","CD3G",0.0120224792144286,20019.6,0.00299355881096679,28498,0.793333539144974,17632,0.751547587020076,16713,0.965767531616116,8308,0,28947
"7975","Myelocytes","Plasma cells","GNAI2","EDNRB",0.0120393635305845,19816,0.00730365971538229,9966,0.64673010672605,23724,1.09394474856974,7937,0.930499799536206,28506,0,28947
"7976","Early erythroid progenitor","GammaDelta T cells","HLA-B","KLRD1",0.0120435875721998,16509.2,0.00348645205516314,24729,0.999627891607267,11663,0.790235866165061,15406,0.977723995791754,1801,0,28947
"7977","Myelocytes","Non-classical monocytes","PSAP","SORT1",0.0120520392122685,17410,0.0114331177210118,5095,0.969486367425023,12368,0.902258487973203,12128,0.930491212162147,28512,0,28947
"7978","CD4+ naive T cells","CD8+CD103+ tissue resident memory T cells","HLA-C","CD3D",0.0120520392122685,20900,0.00309006247981982,27716,0.819125993408666,16706,0.476989065207631,28512,0.975539668293705,2619,0,28947
"7979","CD4+ memory T cells","CD56dimCD16+ NK cells","HLA-A","KIR2DL1",0.0120541528634756,19248.4,0.015912754309802,2912,0.955704030397021,12743,0.476983198933994,28513,0.939565944372018,23127,0,28947
"7980","Plasmacytoid dendritic cell progenitors","CD56dimCD16+ NK cells","B2M","KLRC2",0.0120588164805085,14171.2,0.00697686782962846,10594,0.944597825061765,13024,0.817013770552394,14576,0.9733896163338,3715,0,28947
"7981","Early erythroid progenitor","Conventional dendritic cell 2","CSF1","CSF2RA",0.0120595661528887,20651,0.0384396717866208,612,2.00398812648249,1502,0.732225005886586,17362,0.884151213283136,54832,0,28947
"7982","CD4+ naive T cells","CD8+ effector memory T cells","HLA-C","CD8A",0.0120626104339993,18475.8,0.00531661564599854,15277,0.983936057981484,12016,0.476917495196552,28517,0.967010367989008,7622,0,28947
"7983","Class switched memory B cells","Plasmacytoid dendritic cells","HLA-DRB5","CD4",0.0120662862152471,12240.2,0.0123920586774339,4471,1.31059654007891,6125,1.415524720924,3539,0.948237428873164,18119,0,28947
"7984","GammaDelta T cells","Plasmacytoid dendritic cells","BST2","LILRA4",0.012068923696317,11830.6,0.0153974959153713,3081,4.99199376090848,46,1.08495255453981,8093,0.946729957064505,18986,0,28947
"7985","Conventional dendritic cell 1","CD8+CD103+ tissue resident memory T cells","HLA-B","CD8B",0.0120689567267461,19415.6,0.00518312265196191,15805,0.836675832995682,16105,0.476840266010846,28520,0.966892842814747,7701,0,28947
