"","source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"4219","Non-classical monocytes","Classical Monocytes","TNFSF10","TNFRSF10B",0.00321015718573459,19249.8,0.0195497854257479,2034,1.15227810056455,8560,0.973779851837816,10367,0.89989095013111,46341,0,28947
"4220","Conventional dendritic cell 2","Non-classical monocytes","C1QA","CD93",0.00321257596408565,22513.2,0.0212475670294817,1753,1.05799266435766,10369,1.47993840134788,3019,0.855126087006023,68478,0,28947
"4221","Late promyelocytes","Non-classical monocytes","S100A8","CD36",0.00321330925160228,21875.2,0.00423189287338088,20218,0.69367121844439,21648,0.752616256306544,16675,0.941646611667369,21888,0,28947
"4222","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","HLA-A","CD3D",0.00321340430133936,10419,0.00538231663671837,15030,1.52165298814987,3893,1.4275993602414,3451,0.981077465320395,774,0,28947
"4223","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","HLA-B","CD8A",0.00321698110108136,12572,0.00650440225206429,11706,1.23178228814274,7222,0.965081342672965,10560,0.972170070990435,4425,0,28947
"4224","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","HLA-B","CD3D",0.00321771587361063,11488.6,0.00492951788916987,16781,1.38650961039217,5161,1.20661904177453,5960,0.981908302328475,594,0,28947
"4225","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","HLA-B","CD3G",0.00321845078039397,15119,0.00434896651997802,19563,1.02631791823313,11067,0.886033884201944,12541,0.973818502452487,3477,0,28947
"4226","Late erythroid progenitor","CD56dimCD16+ NK cells","CD59","CD2",0.00321845078039397,22261.2,0.00393039046159686,21895,0.72523038397924,20273,0.687202685963631,19013,0.94283679616093,21178,0,28947
"4227","Megakaryocyte progenitors","Non-classical monocytes","DCN","TLR4",0.00321878734568482,16150.2,0.0580882344740232,287,2.44469103691491,770,1.3223358803528,4559,0.900145835905626,46188,0,28947
"4228","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","HLA-B","CD8B",0.00321918582144978,13122,0.00662987442736021,11420,1.16381191836578,8348,0.924884677549467,11508,0.970614478517155,5387,0,28947
"4229","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","HLA-A","CD3G",0.00322433487001521,13355,0.00474843897096613,17608,1.16146129599083,8397,1.10701420266881,7671,0.972626509199251,4152,0,28947
"4230","Megakaryocyte progenitors","Classical Monocytes","F13A1","ITGA4",0.00322554006568929,12205.8,0.0134388938262125,3898,2.15266410540386,1177,1.48784984168148,2960,0.938049321913869,24047,0,28947
"4231","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","CD48","CD2",0.00322801679407067,14684.6,0.00508285080933462,16177,1.10029783605965,9480,1.0441882800566,8904,0.962963824996757,9915,0,28947
"4232","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","HLA-C","CD8A",0.00322875358234344,13731.6,0.00663928980999536,11397,1.15989696607693,8426,0.824176039296727,14344,0.970376032586626,5544,0,28947
"4233","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","HLA-C","CD3D",0.0032294905051464,12135.8,0.00503174567338119,16373,1.31462428832636,6066,1.06571373839829,8438,0.980729589050801,855,0,28947
"4234","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","HLA-C","CD3G",0.00323022756249798,16440.4,0.00443915489558435,19128,0.95443259616732,12772,0.745128580825706,16906,0.9721276824769,4449,0,28947
"4235","Megakaryocyte progenitors","NK cell progenitors","TF","ADRB2",0.00323040272495378,20033.8,0.0203539920656933,1889,1.98185583255159,1575,1.38023890039493,3900,0.865739692985226,63858,0,28947
"4236","Nonswitched memory B cells","Classical Monocytes","HLA-DQB1","CD4",0.00323040272495378,9836.2,0.0150418544791912,3206,1.5209455202546,3900,1.72383280714735,1641,0.960104470176968,11487,0,28947
"4237","Classical Monocytes","Classical Monocytes","PKM","CD44",0.00323075964143881,15559.4,0.00360479041737631,23956,1.05730393882076,10384,1.19960428542006,6076,0.965576613087608,8434,0,28947
"4238","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","HLA-C","CD8B",0.00323096475441661,14378.4,0.00676736401306541,11103,1.09192659629997,9645,0.783979374173229,15608,0.968723386061377,6589,0,28947
"4239","CD56dimCD16+ NK cells","CD8+ naive T cells","SPON2","ITGB2",0.0032324395420287,13446.4,0.00895425995842069,7419,1.41545159792531,4845,1.36084316294307,4107,0.941601127384977,21914,0,28947
"4240","Classical Monocytes","Nonswitched memory B cells","TNFSF13B","CD40",0.00323318985009859,15578,0.015654067193078,2998,1.26575526298645,6721,1.09743645210488,7872,0.925748613699733,31352,0,28947
"4241","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","HLA-F","CD8A",0.00323612886727222,14171,0.00990022871749408,6385,1.22566412005446,7317,1.16503570921164,6632,0.942190346068781,21574,0,28947
"4242","CD69+PD-1+ memory CD4+ T cells","CD8+ central memory T cells","HLA-E","CD8B",0.0032368376888535,12832,0.00708557515421507,10389,1.29589181668234,6330,1.06356083258985,8483,0.962811623301826,10011,0,28947
"4243","Eosinophil-basophil-mast cell progenitors","CD8+ central memory T cells","HLA-B","CD8A",0.00323805430887987,11821.2,0.0070855105793182,10390,1.31033986410073,6127,0.994457455657673,9877,0.973304581137258,3765,0,28947
"4244","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","B2M","CD3D",0.0032383440788448,11351.4,0.0047031332501571,17823,1.47784218046593,4244,1.22989426242722,5642,0.98511906983806,101,0,28947
"4245","Classical Monocytes","Early erythroid progenitor","S100A9","CD36",0.0032383440788448,15553.6,0.00392587638951669,21922,1.41682435367077,4832,2.43742699972459,391,0.942002756880972,21676,0,28947
"4246","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","B2M","CD3G",0.00323908275221737,14451.6,0.00414924329392647,20639,1.11765048830689,9169,0.909309104854636,11938,0.978433448057855,1565,0,28947
"4247","Plasmacytoid dendritic cells","Pre-pro-B cells","GZMB","IGF2R",0.00324258027553276,11851.8,0.0134224921693828,3905,1.82645396576769,2141,2.01731763180212,838,0.939088889817724,23428,0,28947
"4248","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","CLEC2D","KLRB1",0.00324351762365197,11551.2,0.00686254173143517,10858,1.37707696012364,5275,1.82399917777142,1297,0.960278591032411,11379,0,28947
"4249","Conventional dendritic cell 2","CD4+ memory T cells","B2M","CD3G",0.00324351762365197,16978.2,0.00425166786528692,20092,0.966141915777386,12457,0.614516993363644,21929,0.978689235897212,1466,0,28947
"4250","CD56dimCD16+ NK cells","CD8+ effector memory T cells","B2M","KLRC2",0.00324425724092979,17910,0.00392513813664268,21930,0.843936293087209,15891,0.839553285382169,13898,0.964834247670815,8884,0,28947
"4251","Plasmacytoid dendritic cells","Class switched memory B cells","APP","RPSA",0.00324501937104609,9571.2,0.00657845864265056,11557,1.95232237699687,1675,1.37951183775555,3906,0.977809689610017,1771,0,28947
"4252","CD8+ central memory T cells","CD8+CD103+ tissue resident memory T cells","CCL5","CXCR3",0.00324795735144932,10798.8,0.0127091857071722,4309,1.86826356776514,1974,1.82315197005774,1299,0.949377803446962,17465,0,28947
"4253","Late promyelocytes","Megakaryocyte progenitors","VCAN","SELP",0.00325204173474639,18738.2,0.0344421750781697,740,2.43881591315035,774,0.979881471974719,10230,0.887691552521355,53000,0,28947
"4254","Non-classical monocytes","CD4+ memory T cells","LGALS1","CD69",0.00325390105657851,14631.6,0.00383317663283646,22459,1.05660157788241,10403,1.17642682745177,6430,0.971383845998835,4919,0,28947
"4255","CD8+ central memory T cells","CD8+ naive T cells","HLA-B","CD3D",0.00325685139208383,13211,0.00414644149300974,20655,1.18342386822454,8025,1.11904865382943,7451,0.980305974690732,977,0,28947
"4256","Late erythroid progenitor","Immature B cells","HMGB1","CXCR4",0.00325723279021258,16693.4,0.0021281707752808,37589,0.990963949986423,11859,1.37938593437576,3911,0.97973282829221,1161,0,28947
"4257","Mature naive B cells","CD56dimCD16+ NK cells","CD22","PTPRC",0.00325756609979834,9721,0.0150773149723112,3192,1.4775318287991,4249,1.68590813355557,1811,0.962116801204032,10406,0,28947
"4258","CD8+ central memory T cells","CD8+ naive T cells","HLA-B","CD3G",0.0032575934407005,16489.2,0.00392761782711138,21913,0.940796790561557,13136,0.828605346800892,14218,0.972487570525298,4232,0,28947
"4259","CD8+ central memory T cells","CD8+ naive T cells","HLA-B","CD8B",0.00325833562456707,16473.8,0.00502524548164404,16409,0.927416768489403,13489,0.785584979628523,15547,0.966394145878374,7977,0,28947
"4260","Classical Monocytes","CD56brightCD16- NK cells","IL1B","SIGIRR",0.00325878845666498,18572.2,0.0148246554336928,3296,1.06693692697643,10168,0.971671086723442,10407,0.911014757361749,40043,0,28947
"4261","CD8+ central memory T cells","CD8+ naive T cells","HLA-A","CD3D",0.0032598203981239,11848.6,0.00452731109466852,18682,1.31856724598225,6017,1.3400289722963,4333,0.979403096473248,1264,0,28947
"4262","Plasmacytoid dendritic cell progenitors","CD8+ effector memory T cells","CD59","CD2",0.00326001115152732,11181.6,0.00931717104168655,6984,1.33949610330256,5725,1.38605962560475,3844,0.96211369514818,10408,0,28947
"4263","CD8+ central memory T cells","CD8+ naive T cells","HLA-A","CD3G",0.00326056298785113,14524.6,0.00428838747496526,19901,1.07594016831926,9987,1.04958566526776,8788,0.971236772259762,5000,0,28947
"4264","CD8+ central memory T cells","CD8+ naive T cells","HLA-A","CD8B",0.00326130571290223,14481,0.00548683724606613,14680,1.06256014624711,10276,1.00656529809539,9642,0.96487632752366,8860,0,28947
"4265","Classical Monocytes","Class switched memory B cells","CD14","ITGB1",0.00326204857329569,13002.6,0.00877906275182555,7643,1.4795543948717,4231,1.60077090192454,2238,0.941520390285671,21954,0,28947
"4266","CD8+ central memory T cells","CD8+ naive T cells","HLA-C","CD3D",0.00326427796671521,14018.8,0.00423242992752248,20215,1.11153854615874,9294,0.978143350453192,10271,0.979025096320277,1367,0,28947
"4267","CD56dimCD16+ NK cells","Small pre-B cell","IL16","CD9",0.0032650213686631,13639.8,0.00835291862855203,8218,1.37133711796643,5344,1.39608430562213,3732,0.94151747079923,21958,0,28947
"4268","CD8+ central memory T cells","CD8+ naive T cells","HLA-C","CD3G",0.0032650213686631,17958.4,0.00400906832120059,21418,0.86891146849575,15120,0.687700043424654,18992,0.970713382943627,5315,0,28947
"4269","CD8+ central memory T cells","CD8+ naive T cells","HLA-C","CD8B",0.00326576490604584,18065.8,0.00512945845383652,16006,0.855531446423595,15501,0.644679676252286,20646,0.964241461717251,9229,0,28947
"4270","CD4+ naive T cells","CD4+ memory T cells","B2M","CD3D",0.00326576490604584,15747.6,0.00391935220608113,21959,1.02164872853878,11176,0.761942326488471,16376,0.98372202994788,280,0,28947
"4271","CD8+ central memory T cells","CD8+ naive T cells","HLA-E","CD8B",0.00326725238718994,15806.6,0.00570865648643562,13904,0.973329047949222,12285,0.91798588361636,11699,0.958743814499012,12198,0,28947
"4272","HSCs & MPPs","CD4+ memory T cells","CXCL12","CXCR4",0.0032679963309883,17084.8,0.00391862327948393,21962,0.957902290054292,12694,1.44662613036667,3292,0.947515355369611,18529,0,28947
"4273","CD8+ central memory T cells","CD8+ naive T cells","B2M","CD3D",0.00327022897551076,12919.8,0.00395601908625778,21745,1.27475643829831,6606,1.14232387448212,7030,0.983796417610384,271,0,28947
"4274","Megakaryocyte progenitors","Conventional dendritic cell 1","VCAM1","ITGA4_ITGB7",0.00327438186186157,12272.8,0.0133953579989076,3918,2.09249140332539,1292,1.63400385122241,2054,0.936210890610236,25153,0,28947
"4275","Classical Monocytes","CD8+ effector memory T cells","HLA-F","CD8A",0.00327693423155734,13957.4,0.0096501188755748,6625,1.40170172508844,4986,1.12888427273222,7255,0.941489541433813,21974,0,28947
"4276","Conventional dendritic cell 1","CD8+CD103+ tissue resident memory T cells","HLA-C","CD3D",0.00327991787356256,16742.8,0.00391391692580815,21978,1.02936547768769,10999,0.65663557022614,20156,0.978206558973521,1634,0,28947
"4277","Conventional dendritic cell 1","Conventional dendritic cell 2","HLA-DPB1","CD4",0.00328141050932265,20579.4,0.00391334524683186,21980,0.748154454935286,19348,0.950714791851785,10893,0.941922957602648,21729,0,28947
"4278","CD69+PD-1+ memory CD4+ T cells","Non-classical monocytes","HLA-F","LILRB2",0.00328174944277249,11217.4,0.0133870829676792,3921,1.63487291813835,3129,1.90925915376167,1056,0.946643963407379,19034,0,28947
"4279","Small pre-B cell","CD8+ effector memory T cells","HLA-E","CD8B",0.00328207752406748,13217.4,0.00737024139217706,9849,1.23047654104527,7239,0.970847670880121,10426,0.963510408151147,9626,0,28947
"4280","CD56dimCD16+ NK cells","Conventional dendritic cell 1","SPON2","ITGB2",0.00328290368845215,13741.4,0.0089137328005896,7464,1.41410629190085,4865,1.24630698914217,5449,0.941476280535992,21982,0,28947
"4281","CD8+ central memory T cells","CD56dimCD16+ NK cells","HLA-A","KIR2DL1",0.00328589167741272,16447.8,0.0172918501629128,2513,1.06244742101439,10280,0.694586062156825,18744,0.941882975992505,21755,0,28947
"4282","CD8+ central memory T cells","CD56dimCD16+ NK cells","HLA-A","KIR2DL3",0.00328663901449055,15841.4,0.0185093294241655,2228,1.08198137306629,9869,0.717083562477835,17905,0.944463794167479,20258,0,28947
"4283","Conventional dendritic cell 2","CD56brightCD16- NK cells","CD14","ITGB2",0.00328663901449055,17063.2,0.00722597987744258,10123,0.841544507990453,15962,1.07398965883674,8297,0.941464927370153,21987,0,28947
"4284","NK cell progenitors","Conventional dendritic cell 2","B2M","CD1C",0.00328912782129992,12485.2,0.0151917727265636,3150,1.51672009317402,3924,0.590243656796202,22949,0.973852873484822,3456,0,28947
"4285","CD56dimCD16+ NK cells","Classical Monocytes","HLA-C","LILRB1",0.0032896297227092,19902.8,0.00391123630039996,21991,0.781826387722092,18064,0.685570178669412,19065,0.960175685273474,11447,0,28947
"4286","CD8+ effector memory T cells","CD8+CD103+ tissue resident memory T cells","CLEC2D","KLRB1",0.00329068854555035,10903.8,0.00755715104061572,9490,1.440564767279,4578,1.90452159613861,1071,0.962077168626825,10433,0,28947
"4287","Classical Monocytes","Pre-pro-B cells","VCAN","ITGB1",0.00329112589302269,15530.4,0.00436601236284232,19474,1.38303578314799,5193,1.63604917684552,2045,0.941463295505525,21993,0,28947
"4288","CD56dimCD16+ NK cells","Megakaryocyte progenitors","SELPLG","ESAM",0.0032940527425319,14939.2,0.0293727343857105,984,2.28570324839609,956,1.37823261637698,3926,0.911306501090782,39883,0,28947
"4289","CD8+ central memory T cells","CD56dimCD16+ NK cells","HLA-E","KLRK1",0.00329786539771225,11556.2,0.00552392477174471,14554,1.39165278808414,5106,1.32785687994065,4487,0.971717719228023,4687,0,28947
"4290","CD8+ naive T cells","CD8+ effector memory T cells","B2M","KLRD1",0.00329861491257227,13549.2,0.00390899815425319,22003,1.17617980575327,8149,1.0754258524871,8260,0.983061106849693,387,0,28947
"4291","Conventional dendritic cell 2","Non-classical monocytes","GRN","TNFRSF1A",0.00329931620458408,16324.6,0.00706081377334695,10440,1.10543071424529,9398,1.05081920113253,8766,0.938015053285063,24072,0,28947
"4292","CD56dimCD16+ NK cells","CD56dimCD16+ NK cells","CD48","CD2",0.00329936456370153,18516.8,0.00390890262990449,22004,0.809457833795084,17078,0.908248440968212,11953,0.957985301092314,12602,0,28947
"4293","Non-classical monocytes","CD8+CD103+ tissue resident memory T cells","GNAI2","CXCR3",0.0033017843087564,18741,0.00774987302027063,9168,1.09685758991609,9550,0.970165072327323,10442,0.918586254759726,35598,0,28947
"4294","CD8+ central memory T cells","CD56dimCD16+ NK cells","B2M","KLRC1",0.00330311486403669,11342.2,0.0063050352152333,12211,1.36095425620637,5463,1.12508300058622,7332,0.975271570971404,2758,0,28947
"4295","CD4+ memory T cells","HSCs & MPPs","LTB","TNFRSF1A",0.00330611755904671,15442.2,0.00510546022633998,16090,1.24977568392252,6953,1.45563345494464,3208,0.941438923547838,22013,0,28947
"4296","CD56brightCD16- NK cells","GammaDelta T cells","B2M","KLRD1",0.003306386068834,10870,0.00471521228894318,17784,1.51557895457535,3931,1.41831775497383,3524,0.984553645204876,164,0,28947
"4297","Classical Monocytes","CD8+ effector memory T cells","B2M","KLRD1",0.00330837101301786,13484.4,0.00390639530431687,22016,1.17445774282353,8184,1.09678468353999,7886,0.983055560162011,389,0,28947
"4298","CD8+ effector memory T cells","CD8+ effector memory T cells","HLA-C","CD3D",0.0033088563401971,10028.6,0.00585081238095907,13466,1.51543934348459,3932,1.45241495288522,3238,0.982104224129904,560,0,28947
"4299","Classical Monocytes","Class switched memory B cells","TNFSF13B","TNFRSF13B",0.00331167033331839,13678.6,0.0247391890443134,1354,1.25699691387883,6857,1.13533394779249,7157,0.937999321078329,24078,0,28947
"4300","Classical Monocytes","Class switched memory B cells","TNFSF13B","CD40",0.00331414524381002,12942.2,0.0215203139628156,1712,1.37183121498945,5332,1.43113095606535,3422,0.935972867677409,25298,0,28947
"4301","Classical Monocytes","Class switched memory B cells","TNFSF13B","TNFRSF13C",0.0033166215169955,13179.4,0.0374567433358294,636,1.45473705984509,4443,1.3650321215318,4054,0.931716653499814,27817,0,28947
"4302","CD8+ effector memory T cells","Lymphomyeloid prog","CCL5","SDC1",0.00331874945483034,10118.8,0.0136854743632372,3772,1.51520516895304,3936,1.54234854060343,2572,0.960296807119291,11367,0,28947
"4303","CD8+ central memory T cells","CD8+ central memory T cells","HLA-F","CD8A",0.00331874945483034,11453.8,0.0133702279729013,3936,1.59412043659052,3394,1.38721336901495,3831,0.949850107821923,17161,0,28947
"4304","Classical Monocytes","Megakaryocyte progenitors","HSP90AA1","ITGB3",0.00332041019611294,14862.8,0.0118114997355826,4833,2.81876724515968,429,0.712911443756625,18073,0.941400923469534,22032,0,28947
"4305","Megakaryocyte progenitors","Pre-B cells","APOE","LSR",0.00332122574210938,16034.2,0.0133701556321518,3937,1.6131945923037,3266,1.95389625378402,964,0.905747397035714,43057,0,28947
"4306","CD56dimCD16+ NK cells","CD69+PD-1+ memory CD4+ T cells","SPON2","ITGB2",0.00332191755499318,13245.8,0.00888784053126237,7499,1.41324679353538,4872,1.49880374124568,2877,0.94139608831877,22034,0,28947
"4307","Conventional dendritic cell 2","Classical Monocytes","B2M","LILRB2",0.00332342546125747,15295.8,0.00649879140631571,11721,1.01198091027737,11389,0.611690276196185,22036,0.976087449820511,2386,0,28947
"4308","Classical Monocytes","CD8+CD103+ tissue resident memory T cells","TIMP2","CD44",0.0033249339150549,18686.8,0.0063986553665441,11961,0.842871608264792,15922,0.817377019373495,14566,0.941390575967466,22038,0,28947
"4309","Class switched memory B cells","CD8+ central memory T cells","HLA-C","CD8B",0.00332902334002175,10840.4,0.00940642824605699,6871,1.4876807336067,4176,0.969014286128818,10464,0.973344674061818,3744,0,28947
"4310","Non-classical monocytes","CD56brightCD16- NK cells","ICAM2","ITGAL_ITGB2",0.00333021781732215,19963,0.00517027010404902,15860,0.792461596096116,17659,0.79332940526912,15304,0.941380209514334,22045,0,28947
"4311","Late promyelocytes","Classical Monocytes","LGALS1","PTPRC",0.00333097320855828,12409.4,0.00390186917503749,22046,1.18976023479915,7927,1.73345480113516,1605,0.978535959726513,1522,0,28947
"4312","Conventional dendritic cell 1","CD56brightCD16- NK cells","CLEC2B","KLRF1",0.00333248440225836,13752.8,0.00719581974845494,10178,1.81656311888026,2184,1.25016763201184,5407,0.941377211276812,22048,0,28947
"4313","Conventional dendritic cell 1","GammaDelta T cells","HLA-B","KLRD1",0.00333248440225836,14273.2,0.00390141664083233,22048,1.12428430197214,9057,0.993210339589653,9914,0.978916279474183,1400,0,28947
"4314","Megakaryocyte progenitors","Late erythroid progenitor","B2M","TFRC",0.00333275054130046,10216.6,0.00704539769071156,10467,1.42766311707349,4720,1.19796414692816,6106,0.980787581461404,843,0,28947
"4315","CD8+ naive T cells","GammaDelta T cells","HLA-E","KLRK1",0.00333324020475962,16341,0.00390118123123235,22049,1.03514810149353,10864,0.909368345254862,11935,0.966525549189702,7910,0,28947
"4316","Lymphomyeloid prog","Megakaryocyte progenitors","ADAM15","ITGB3",0.00333591285108434,21025,0.0334099196552476,784,3.03168285526447,309,0.992105572735243,9945,0.862871595774764,65140,0,28947
"4317","Non-classical monocytes","CD4+ memory T cells","CD86","CD28",0.00334435770534679,20258,0.0351867095949806,710.5,1.30815104493307,6160.5,0.82362992491774,14365.5,0.891123083790109,51106.5,0,28947
"4318","Pre-pro-B cells","Classical Monocytes","HMGB1","TLR4",0.00334644325896979,10626.4,0.012557547886861,4380,1.52275077980691,3886,1.2467627126594,5441,0.961992772692415,10478,0,28947
"4319","Conventional dendritic cell 2","CD4+ memory T cells","HLA-A","CD3D",0.00335369876696192,14773.4,0.00389791229334519,22076,1.14915110182931,8617,0.888922441174393,12465,0.977837872276397,1762,0,28947
"4320","CD56brightCD16- NK cells","NK T cells","GZMA","F2R",0.00335602030231206,12537.2,0.0133371568367461,3951,1.60983478869188,3286,1.53469461086068,2619,0.938306586167275,23883,0,28947
"4321","Mature naive B cells","CD56brightCD16- NK cells","CLEC2D","KLRB1",0.00335767718822526,10660.2,0.00751161963653284,9581,1.68637564918804,2832,1.7729439071832,1454,0.961966773052998,10487,0,28947
"4322","Classical Monocytes","Non-classical monocytes","HLA-B","LILRB1",0.00335825872654036,15948,0.00613480607426682,12665,1.05797120105644,10371,0.610623357636015,22082,0.970179435888804,5675,0,28947
"4323","Non-classical monocytes","NK T cells","HLA-DPB1","LAG3",0.00335977981480535,15883,0.00713317694930473,10304,0.987681104238481,11937,1.19511234103556,6143,0.941319240872806,22084,0,28947
"4324","Pre-pro-B cells","CD8+ effector memory T cells","HLA-B","CD8A",0.00336267895489348,11736.8,0.00729221608055832,9990,1.34111068179052,5700,0.968133292987584,10491,0.973675624288734,3556,0,28947
"4325","CD69+PD-1+ memory CD4+ T cells","CD56brightCD16- NK cells","HLA-E","KLRC1_KLRD1",0.00336350705075573,9829,0.00633994405480571,12110,2.03264772310336,1430,1.52318358130766,2704,0.972965218947212,3954,0,28947
"4326","Conventional dendritic cell 2","CD8+CD103+ tissue resident memory T cells","LGALS1","CD69",0.00336643388119506,14427,0.00375524313065316,22907,1.05234528495331,10494,1.30761409224833,4713,0.971096970088295,5074,0,28947
"4327","CD4+ memory T cells","GammaDelta T cells","B2M","CD247",0.00336663153425675,13588,0.00389453236635783,22093,1.19486873880649,7849,1.06747393803455,8417,0.981683255275674,634,0,28947
"4328","Non-classical monocytes","Plasmacytoid dendritic cell progenitors","TNFSF13","TNFRSF17",0.00337654819252733,17830.6,0.0184273299481214,2250,0.91068853467078,13953,0.609964176940695,22106,0.941635852028779,21897,0,28947
"4329","CD69+PD-1+ memory CD4+ T cells","CD8+ central memory T cells","HLA-C","CD8B",0.0033777171982868,11782,0.0081121948843519,8588,1.32488283931441,5932,0.967703256777525,10503,0.971355661192744,4940,0,28947
"4330","Megakaryocyte progenitors","CD56dimCD16+ NK cells","CXCL12","CXCR4",0.0033777171982868,10101,0.00768369011369813,9271,2.00275799972396,1506,2.63376995713109,278,0.961947835769624,10503,0,28947
"4331","Non-classical monocytes","CD8+ naive T cells","SECTM1","CD7",0.00338902835656255,16181.6,0.0268518889034648,1172,1.3539627369283,5548,0.967511535682605,10512,0.919978063686399,34729,0,28947
"4332","Megakaryocyte progenitors","CD8+CD103+ tissue resident memory T cells","HLA-E","CD8A",0.00339028687241233,12031.2,0.0070210748735265,10513,1.2233904969869,7354,1.3253336288726,4522,0.964934211209626,8820,0,28947
"4333","Late erythroid progenitor","Plasma cells","HMGB1","SDC1",0.00339185020765171,15739.4,0.00623001094132717,12413,0.682501895069737,22126,1.31182385043773,4678,0.961873473222488,10533,0,28947
"4334","Plasmacytoid dendritic cell progenitors","CD8+CD103+ tissue resident memory T cells","CD59","CD2",0.00339406448610048,11461.8,0.00921760169177969,7111,1.32708682900524,5904,1.29660343632319,4831,0.961917390914946,10516,0,28947
"4335","Classical Monocytes","CD8+ effector memory T cells","ITGB2","CD226",0.00339532437957564,17040.6,0.00709386411285369,10378,1.14556045705597,8689,1.24243723893717,5502,0.925190697633623,31687,0,28947
"4336","CD8+ central memory T cells","CD8+ central memory T cells","HLA-B","CD3G",0.00339568436602248,11696.8,0.00574583326682063,13794,1.30983990707363,6137,1.11003944398763,7612,0.977144446011191,1994,0,28947
"4337","CD56dimCD16+ NK cells","CD56dimCD16+ NK cells","B2M","KIR2DL3",0.00339721899986825,15325,0.0165585722386435,2702,1.10508215247913,9400,0.609290914086186,22133,0.95646694750017,13443,0,28947
"4338","Late erythroid progenitor","GammaDelta T cells","CDH1","KLRG1",0.00340110408083482,22486.6,0.052762171908837,351,1.51087359503575,3969,0.937501651505853,11183,0.856401054062773,67983,0,28947
"4339","CD8+ central memory T cells","CD8+ central memory T cells","HLA-A","CD3G",0.00340182623078053,10521.4,0.00627361431262124,12300,1.44498328483133,4536,1.33101976245449,4446,0.976100160271208,2378,0,28947
"4340","Non-classical monocytes","GammaDelta T cells","CD58","CD2",0.0034028909781978,18296.2,0.00720311042345214,10161,1.0511298445129,10523,1.04717784676894,8845,0.922897947865704,33005,0,28947
"4341","CD56dimCD16+ NK cells","Early erythroid progenitor","CCL5","SDC1",0.00340490049403896,14581.2,0.00599677009950119,13044,1.26747833872177,6694,1.63050080411311,2078,0.941213280833695,22143,0,28947
"4342","CD8+ central memory T cells","CD8+ central memory T cells","CD48","CD2",0.00340490049403896,13691.6,0.00539117255884277,14996,1.16998221751711,8248,1.14946728349558,6905,0.963999780010664,9362,0,28947
"4343","Megakaryocyte progenitors","CD8+ effector memory T cells","HLA-A","CD8B",0.00340541593642175,12257.4,0.00701418580605403,10525,1.24958953378687,6960,1.07273483474606,8318,0.968808336257417,6537,0,28947
"4344","Lymphomyeloid prog","NK T cells","LRPAP1","LRP8",0.00340613761033656,13975.4,0.0262635063662742,1215,1.84286288027624,2070,1.37339505501583,3971,0.921763237318661,33674,0,28947
"4345","CD8+ central memory T cells","CD8+ central memory T cells","HLA-C","CD3D",0.00340643845891474,10603.6,0.0057038375226503,13919,1.48538568358324,4194,1.25462136356292,5360,0.981879275427047,598,0,28947
"4346","Non-classical monocytes","Class switched memory B cells","TNFSF13B","TNFRSF13C",0.00340667893305632,17205.4,0.0256566412840407,1266,1.05111336936687,10526,1.00182415200702,9731,0.918651967211451,35557,0,28947
"4347","CD8+ central memory T cells","CD8+ central memory T cells","HLA-C","CD3G",0.00340720764973013,12505.8,0.00586498970696769,13429,1.23795458500782,7131,0.969134140611388,10460,0.975663049948783,2562,0,28947
"4348","CD8+ central memory T cells","CD8+ central memory T cells","HLA-E","KLRK1",0.00341105568833495,13721.4,0.00454423033272855,18597,1.18001163577395,8088,1.17276470820792,6497,0.968907868232885,6478,0,28947
"4349","Megakaryocyte progenitors","Myelocytes","DCN","TLR2",0.003412294336511,16765,0.0623314233510891,252,2.42042175005816,793,1.3285128044034,4477,0.894474614251615,49356,0,28947
"4350","Aberrant erythroid","Late erythroid progenitor","TGM2","ITGB1",0.00341314837093361,34650.6,0.00976174969448434,6510,0.839004489722132,16032,0.15288042290594,50882,0.849131342323502,70882,0,28947
"4351","Conventional dendritic cell 2","Myelocytes","CD14","ITGB2",0.00341567792310743,17098.6,0.00715673186733483,10261,0.833269882344583,16225,1.09592079162301,7903,0.941199030374694,22157,0,28947
"4352","NK cell progenitors","CD8+ effector memory T cells","HLA-A","CD3D",0.00341621922719331,10291.2,0.00532343127771481,15246,1.50997791615706,3975,1.5585030543292,2488,0.980975082538635,800,0,28947
